traits	region_exposure	country	country_exposure
Belgium/PC-0325147/2020	Western Europe	Belgium	Belgium
Belgium/PS-0408413/2020	Western Europe	Belgium	Belgium
Belgium/Rega-0319265/2020	Western Europe	Belgium	Belgium
Belgium/Rega-0327216/2020	Western Europe	Belgium	Belgium
Belgium/Rega-0328197/2020	Western Europe	Belgium	Belgium
Belgium/Rega-0329223/2020	Western Europe	Belgium	Belgium
Belgium/Rega-0329228/2020	Western Europe	Belgium	Belgium
Belgium/SAA-0330367/2020	Western Europe	Belgium	Belgium
Belgium/UGent-132/2020	Western Europe	Belgium	Belgium
Belgium/UGent-32/2020	Western Europe	Belgium	Belgium
Belgium/UGent-61/2020	Western Europe	Belgium	Belgium
Belgium/UGent-67/2020	Western Europe	Belgium	Belgium
Belgium/UGent-92/2020	Western Europe	Belgium	Belgium
Belgium/ULG-0190/2020	Western Europe	Belgium	Belgium
Belgium/ULG-10012/2020	Western Europe	Belgium	Belgium
Belgium/ULG-10014/2020	Western Europe	Belgium	Belgium
Belgium/ULG-10028/2020	Western Europe	Belgium	Belgium
Belgium/ULG-10042/2020	Western Europe	Belgium	Belgium
Belgium/ULG-10051/2020	Western Europe	Belgium	Belgium
Belgium/ULG-10077/2020	Western Europe	Belgium	Belgium
Belgium/ULG-10101/2020	Western Europe	Belgium	Belgium
Belgium/ULG-10109/2020	Western Europe	Belgium	Belgium
Belgium/ULG-10120/2020	Western Europe	Belgium	Belgium
Belgium/ULG-10197/2020	Western Europe	Belgium	Belgium
Belgium/ULG-10206/2020	Western Europe	Belgium	Belgium
Belgium/ULG-10233/2020	Western Europe	Belgium	Belgium
Belgium/ULG-10238/2020	Western Europe	Belgium	Belgium
Belgium/ULG-10240/2020	Western Europe	Belgium	Belgium
Belgium/ULG-10247/2020	Western Europe	Belgium	Belgium
Belgium/ULG-10256/2020	Western Europe	Belgium	Belgium
Belgium/ULG-10259/2020	Western Europe	Belgium	Belgium
Belgium/ULG-10268/2020	Western Europe	Belgium	Belgium
Belgium/ULG-3843/2020	Western Europe	Belgium	Belgium
Belgium/ULG-6457/2020	Western Europe	Belgium	Belgium
Belgium/ULG-9738/2020	Western Europe	Belgium	Belgium
Belgium/UM-0318103/2020	Western Europe	Belgium	Belgium
Belgium/VAM-0506416/2020	Western Europe	Belgium	Belgium
Belgium/rega-0411445/2020	Western Europe	Belgium	Belgium
Belgium/rega-0414474/2020	Western Europe	Belgium	Belgium
Belgium/rega-0423299/2020	Western Europe	Belgium	Belgium
Belgium/rega-0427424/2020	Western Europe	Belgium	Belgium
Belgium/rega-0513430/2020	Western Europe	Belgium	Belgium
Belize/CDC-6840/2020	Central America	Belize	Belize
Belize/CDC-6846/2020	Central America	Belize	Belize
Belize/CDC-6851/2020	Central America	Belize	Belize
Belize/CDC-6852/2020	Central America	Belize	Belize
BosniaandHerzegovina/01-Livno/2020	Southern Europe	Bosnia and Herzegovina	Bosnia and Herzegovina
BosniaandHerzegovina/02-BanjaLuka/2020	Southern Europe	Bosnia and Herzegovina	Bosnia and Herzegovina
BosniaandHerzegovina/04-Sarajevo/2020	Southern Europe	Bosnia and Herzegovina	Bosnia and Herzegovina
BosniaandHerzegovina/ChVir7340/2020	Southern Europe	Bosnia and Herzegovina	Bosnia and Herzegovina
BosniaandHerzegovina/ChVir7348/2020	Southern Europe	Bosnia and Herzegovina	Bosnia and Herzegovina
BosniaandHerzegovina/ChVir7350/2020	Southern Europe	Bosnia and Herzegovina	Bosnia and Herzegovina
BosniaandHerzegovina/ChVir7354/2020	Southern Europe	Bosnia and Herzegovina	Bosnia and Herzegovina
BosniaandHerzegovina/ChVir7361/2020	Southern Europe	Bosnia and Herzegovina	Bosnia and Herzegovina
BosniaandHerzegovina/ChVir7370/2020	Southern Europe	Bosnia and Herzegovina	Bosnia and Herzegovina
BosniaandHerzegovina/ChVir7377/2020	Southern Europe	Bosnia and Herzegovina	Bosnia and Herzegovina
BosniaandHerzegovina/ChVir7379/2020	Southern Europe	Bosnia and Herzegovina	Bosnia and Herzegovina
BosniaandHerzegovina/ChVir7396/2020	Southern Europe	Bosnia and Herzegovina	Bosnia and Herzegovina
Brazil/AMBR-02/2020	South America	Brazil	Brazil
Brazil/L13_CD211/2020	South America	Brazil	Brazil
Brazil/L16_CD347/2020	South America	Brazil	Brazil
Brazil/L17_CD360/2020	South America	Brazil	Brazil
Brazil/L21_CD447/2020	South America	Brazil	Brazil
Brazil/L8_CD101/2020	South America	Brazil	Brazil
Brazil/L8_CD88/2020	South America	Brazil	Brazil
Brazil/MG-CV12/2020	South America	Brazil	Brazil
Brazil/MG-CV31/2020	South America	Brazil	Brazil
Brazil/PA-IEC-162802/2020	South America	Brazil	Brazil
Brazil/PE-COV0260/2020	South America	Brazil	Brazil
Brazil/RJ-1574/2020	South America	Brazil	Brazil
Brazil/RJ-2033/2020	South America	Brazil	Brazil
Brazil/RJ-2682/2020	South America	Brazil	Brazil
Brazil/RJ-2696/2020	South America	Brazil	Brazil
Brazil/RJ-INCA-C183/2020	South America	Brazil	Brazil
Brazil/RJ-INCA-C24/2020	South America	Brazil	Brazil
Brazil/RJ-INCA-C33/2020	South America	Brazil	Brazil
Brazil/RJ-INCA-C40/2020	South America	Brazil	Brazil
Brazil/RJ-INCA-C46/2020	South America	Brazil	Brazil
Brazil/RJ-INCA-I57/2020	South America	Brazil	Brazil
Brazil/RJ-UFRJ-2517/2020	South America	Brazil	Brazil
Brazil/RJ-UFRJ-32317/2020	South America	Brazil	Brazil
Brazil/RJ0119/2020	South America	Brazil	Brazil
Brazil/RO-04/2020	South America	Brazil	Brazil
Brazil/RO-08/2020	South America	Brazil	Brazil
Brazil/SP-05/2020	South America	Brazil	Brazil
Brazil/SP-139/2020	South America	Brazil	Brazil
Brazil/SP-188/2020	South America	Brazil	Brazil
Brazil/SP-600/2020	South America	Brazil	Brazil
Brazil/SP-L1-CAMPI16/2020	South America	Brazil	Brazil
Brazil/SP-L14-CD258/2020	South America	Brazil	Brazil
Brazil/SP-L15-CD274/2020	South America	Brazil	Brazil
Brazil/SP-L5-CD20/2020	South America	Brazil	Brazil
Bulgaria/06/2020	Eastern Europe	Bulgaria	Bulgaria
Bulgaria/15/2020	Eastern Europe	Bulgaria	Bulgaria
Bulgaria/17/2020	Eastern Europe	Bulgaria	Bulgaria
Bulgaria/18/2020	Eastern Europe	Bulgaria	Bulgaria
Bulgaria/21/2020	Eastern Europe	Bulgaria	Bulgaria
Bulgaria/27/2020	Eastern Europe	Bulgaria	Bulgaria
Bulgaria/36/2020	Eastern Europe	Bulgaria	Bulgaria
Bulgaria/40/2020	Eastern Europe	Bulgaria	Bulgaria
Bulgaria/41/2020	Eastern Europe	Bulgaria	Bulgaria
Canada/AB-Z0001/2020	North America	Canada	Canada
Canada/AB-Z0002/2020	North America	Canada	Canada
Canada/LTRI-25/2020	North America	Canada	Canada
Canada/MB_71/2020	North America	Canada	Canada
Canada/NB_252/2020	North America	Canada	Canada
Canada/NL_97/2020	North America	Canada	Canada
Canada/ON-UHTC_0024/2020	North America	Canada	Canada
Canada/ON-UHTC_0068/2020	North America	Canada	Canada
Canada/ON_MU-S13/2020	North America	Canada	Canada
Canada/ON_PHL0743/2020	North America	Canada	Canada
Canada/ON_PHL3802/2020	North America	Canada	Canada
Canada/ON_PHL4181/2020	North America	Canada	Canada
Canada/ON_PHL5472/2020	North America	Canada	Canada
Canada/ON_PHL5710/2020	North America	Canada	Canada
Canada/ON_PHL5930/2020	North America	Canada	Canada
Canada/QC_AC3/2020	North America	Canada	Canada
Canada/QC_AJ1/2020	North America	Canada	Canada
Canada/QC_AK9/2020	North America	Canada	Canada
Canada/QC_AX3/2020	North America	Canada	Canada
Canada/QC_BC6/2020	North America	Canada	Canada
Canada/Qc-L00241112/2020	North America	Canada	Canada
Chile/Chillan_2/2020	South America	Chile	Chile
Chile/Chillan_4/2020	South America	Chile	Chile
Chile/Concepcion_3/2020	South America	Chile	Chile
Chile/Copiapo-00014/2020	South America	Chile	Chile
Chile/Copiapo-00015/2020	South America	Chile	Chile
Chile/Coyhaique_1/2020	South America	Chile	Chile
Chile/Punta_Arenas_1/2020	South America	Chile	Chile
Chile/Punta_Arenas_12/2020	South America	Chile	Chile
Chile/Punta_Arenas_2/2020	South America	Chile	Chile
Chile/Santiago_12/2020	South America	Chile	Chile
Chile/Santiago_17/2020	South America	Chile	Chile
Chile/Santiago_22/2020	South America	Chile	Chile
Chile/Santiago_38/2020	South America	Chile	Chile
Chile/Santiago_40/2020	South America	Chile	Chile
Chile/Santiago_48/2020	South America	Chile	Chile
Chile/Santiago_52/2020	South America	Chile	Chile
Chile/Santiago_67/2020	South America	Chile	Chile
Chile/Santiago_69/2020	South America	Chile	Chile
Chile/Santiago_70/2020	South America	Chile	Chile
Chile/Santiago_74/2020	South America	Chile	Chile
Chile/Santiago_78/2020	South America	Chile	Chile
Chile/Santiago_op2d1/2020	South America	Chile	Chile
Chile/Talca-2/2020	South America	Chile	Chile
Chile/Temuco_1/2020	South America	Chile	Chile
Chile/Temuco_10/2020	South America	Chile	Chile
Chile/Temuco_5/2020	South America	Chile	Chile
Chile/Temuco_6/2020	South America	Chile	Chile
Chile/Temuco_7/2020	South America	Chile	Chile
Colombia/85082/2020	South America	Colombia	Colombia
Colombia/Bogota78390/2020	South America	Colombia	Colombia
Colombia/Cali-01-2/2020	South America	Colombia	Colombia
Colombia/GUR-0458/2020	South America	Colombia	Colombia
Colombia/GUV-92061/2020	South America	Colombia	Colombia
Colombia/GVI-93381/2020	South America	Colombia	Colombia
Colombia/GVI-93511/2020	South America	Colombia	Colombia
Colombia/GVI-93538/2020	South America	Colombia	Colombia
Colombia/GVI-97417/2020	South America	Colombia	Colombia
Colombia/GVI-97855/2020	South America	Colombia	Colombia
Colombia/GVI-97921/2020	South America	Colombia	Colombia
Colombia/GVI-98032/2020	South America	Colombia	Colombia
Colombia/GVI-98087/2020	South America	Colombia	Colombia
Colombia/INS-103039/2020	South America	Colombia	Colombia
Colombia/INS-103303/2020	South America	Colombia	Colombia
Colombia/INS-79190/2020	South America	Colombia	Colombia
Colombia/INS-79743/2020	South America	Colombia	Colombia
Colombia/INS-79911/2020	South America	Colombia	Colombia
Colombia/INS-80370/2020	South America	Colombia	Colombia
Colombia/INS-81271/2020	South America	Colombia	Colombia
Colombia/INS-84861/2020	South America	Colombia	Colombia
CostaRica/CRV-0016/2020	Central America	Costa Rica	Costa Rica
CostaRica/INC-0026/2020	Central America	Costa Rica	Costa Rica
CostaRica/INC-0038/2020	Central America	Costa Rica	Costa Rica
CostaRica/INC-0044/2020	Central America	Costa Rica	Costa Rica
CostaRica/INC-0046/2020	Central America	Costa Rica	Costa Rica
CostaRica/INC-0047/2020	Central America	Costa Rica	Costa Rica
CostaRica/INC-0055/2020	Central America	Costa Rica	Costa Rica
CostaRica/INC-0060/2020	Central America	Costa Rica	Costa Rica
CostaRica/INC-0068/2020	Central America	Costa Rica	Costa Rica
Croatia/14412_Koprivnica/2020	Southern Europe	Croatia	Croatia
Croatia/1560_Split/2020	Southern Europe	Croatia	Croatia
Croatia/361_Pula/2020	Southern Europe	Croatia	Croatia
Croatia/8U-S17new/2020	Southern Europe	Croatia	Croatia
Croatia/OY-S1new/2020	Southern Europe	Croatia	Croatia
Croatia/ZG-297-20/2020	Southern Europe	Croatia	Croatia
Cyprus/001/2020	Western Asia	Cyprus	Cyprus
Cyprus/002/2020	Western Asia	Cyprus	Cyprus
Cyprus/005/2020	Western Asia	Cyprus	Cyprus
Cyprus/006/2020	Western Asia	Cyprus	Cyprus
Cyprus/007/2020	Western Asia	Cyprus	Cyprus
Cyprus/008/2020	Western Asia	Cyprus	Cyprus
Denmark/ALAB-HH-168/2020	Northern Europe	Denmark	Denmark
Denmark/ALAB-HH-220/2020	Northern Europe	Denmark	Denmark
Denmark/ALAB-HH-250/2020	Northern Europe	Denmark	Denmark
Denmark/ALAB-HH-265/2020	Northern Europe	Denmark	Denmark
Denmark/ALAB-HH-267/2020	Northern Europe	Denmark	Denmark
Denmark/ALAB-HH-97/2020	Northern Europe	Denmark	Denmark
Denmark/ALAB-HH43/2020	Northern Europe	Denmark	Denmark
Denmark/ALAB-HH78/2020	Northern Europe	Denmark	Denmark
Denmark/ALAB-SSI-1268/2020	Northern Europe	Denmark	Denmark
Denmark/ALAB-SSI-570/2020	Northern Europe	Denmark	Denmark
Denmark/ALAB-SSI-580/2020	Northern Europe	Denmark	Denmark
Denmark/ALAB-SSI375/2020	Northern Europe	Denmark	Denmark
Denmark/SSI-02/2020	Northern Europe	Denmark	Denmark
Ecuador/20640/2020	South America	Ecuador	Ecuador
Ecuador/23890/2020	South America	Ecuador	Ecuador
Ecuador/36192/2020	South America	Ecuador	Ecuador
Ecuador/36230/2020	South America	Ecuador	Ecuador
Ecuador/51908/2020	South America	Ecuador	Ecuador
Ecuador/52872/2020	South America	Ecuador	Ecuador
Ecuador/HEE-01/2020	South America	Ecuador	Ecuador
Ecuador/HGSQ-USFQ-007/2020	South America	Ecuador	Ecuador
Ecuador/HGSQ-USFQ-010/2020	South America	Ecuador	Ecuador
Ecuador/USFQ-020/2020	South America	Ecuador	Ecuador
Ecuador/USFQ-039/2020	South America	Ecuador	Ecuador
Ecuador/USFQ-065/2020	South America	Ecuador	Ecuador
Ecuador/USFQ-096/2020	South America	Ecuador	Ecuador
Ecuador/USFQ-108/2020	South America	Ecuador	Ecuador
Ecuador/USFQ-109/2020	South America	Ecuador	Ecuador
Ecuador/USFQ-110/2020	South America	Ecuador	Ecuador
Ecuador/USFQ-112/2020	South America	Ecuador	Ecuador
Ecuador/USFQ-119/2020	South America	Ecuador	Ecuador
Ecuador/USFQ-120/2020	South America	Ecuador	Ecuador
Ecuador/USFQ-128/2020	South America	Ecuador	Ecuador
Ecuador/USFQ-133/2020	South America	Ecuador	Ecuador
Ecuador/USFQ-139/2020	South America	Ecuador	Ecuador
Ecuador/USFQ-707/2020	South America	Ecuador	Ecuador
Egypt/CUNCI-HGC5I011/2020	Northern Africa	Egypt	Egypt
Egypt/CUNCI-HGC6I002/2020	Northern Africa	Egypt	Egypt
Egypt/MASRI-007/2020	Northern Africa	Egypt	Egypt
Egypt/MASRI-013/2020	Northern Africa	Egypt	Egypt
Egypt/MASRI-025/2020	Northern Africa	Egypt	Egypt
Egypt/MASRI-030/2020	Northern Africa	Egypt	Egypt
Egypt/NRC-01/2020	Northern Africa	Egypt	Egypt
England/200690245/2020	Northern Europe	United Kingdom	United Kingdom
England/20079000204/2020	Northern Europe	United Kingdom	United Kingdom
England/20086030304/2020	Northern Europe	United Kingdom	United Kingdom
England/20100004706/2020	Northern Europe	United Kingdom	United Kingdom
England/201090977/2020	Northern Europe	United Kingdom	United Kingdom
England/201140327/2020	Northern Europe	United Kingdom	United Kingdom
England/20128003904/2020	Northern Europe	United Kingdom	United Kingdom
England/20134019102/2020	Northern Europe	United Kingdom	United Kingdom
England/20149026204/2020	Northern Europe	United Kingdom	United Kingdom
England/20169004504/2020	Northern Europe	United Kingdom	United Kingdom
England/BRIS-12C43E/2020	Northern Europe	United Kingdom	United Kingdom
England/BRIS-12E77F/2020	Northern Europe	United Kingdom	United Kingdom
England/CAMB-1AE373/2020	Northern Europe	United Kingdom	United Kingdom
England/CAMB-1AF099/2020	Northern Europe	United Kingdom	United Kingdom
England/CAMB-1B03F6/2020	Northern Europe	United Kingdom	United Kingdom
England/CAMB-1B58A7/2020	Northern Europe	United Kingdom	United Kingdom
England/CAMB-76876/2020	Northern Europe	United Kingdom	United Kingdom
England/CAMB-7C904/2020	Northern Europe	United Kingdom	United Kingdom
England/CAMB-7F2BB/2020	Northern Europe	United Kingdom	United Kingdom
England/CAMB-81571/2020	Northern Europe	United Kingdom	United Kingdom
England/EXET-1375F1/2020	Northern Europe	United Kingdom	United Kingdom
England/LIVE-9B27D/2020	Northern Europe	United Kingdom	United Kingdom
England/LIVE-A29AB/2020	Northern Europe	United Kingdom	United Kingdom
England/LOND-D6540/2020	Northern Europe	United Kingdom	United Kingdom
England/NORT-281023/2020	Northern Europe	United Kingdom	United Kingdom
England/NORT-283CE1/2020	Northern Europe	United Kingdom	United Kingdom
England/NORT-2938EA/2020	Northern Europe	United Kingdom	United Kingdom
England/NORT-293B96/2020	Northern Europe	United Kingdom	United Kingdom
England/NORT-29F1C5/2020	Northern Europe	United Kingdom	United Kingdom
England/OXON-AFB7B/2020	Northern Europe	United Kingdom	United Kingdom
England/PORT-2D0DA6/2020	Northern Europe	United Kingdom	United Kingdom
England/SHEF-C3458/2020	Northern Europe	United Kingdom	United Kingdom
England/SHEF-CD148/2020	Northern Europe	United Kingdom	United Kingdom
England/SHEF-CF4F2/2020	Northern Europe	United Kingdom	United Kingdom
Finland/11May91S10/2020	Northern Europe	Finland	Finland
Finland/13M60/2020	Northern Europe	Finland	Finland
Finland/14A69S15/2020	Northern Europe	Finland	Finland
Finland/16M18/2020	Northern Europe	Finland	Finland
Finland/21A27S7/2020	Northern Europe	Finland	Finland
Finland/26M7974/2020	Northern Europe	Finland	Finland
Finland/28A30S6/2020	Northern Europe	Finland	Finland
Finland/2A10SVIIC/2020	Northern Europe	Finland	Finland
Finland/6A962SIIC/2020	Northern Europe	Finland	Finland
Finland/8May24S14/2020	Northern Europe	Finland	Finland
Finland/FIN03032020B/2020	Northern Europe	Finland	Finland
Foshan/20SF207/2020	Eastern Asia	China	China
France/220_95/2020	Western Europe	France	France
France/ARA08938/2020	Western Europe	France	France
France/ARA10863/2020	Western Europe	France	France
France/ARA12151/2020	Western Europe	France	France
France/ARA12499/2020	Western Europe	France	France
France/ARA14791/2020	Western Europe	France	France
France/ARA18275/2020	Western Europe	France	France
France/ARA18437/2020	Western Europe	France	France
France/ARA23121/2020	Western Europe	France	France
France/ARA23544/2020	Western Europe	France	France
France/ARA23943/2020	Western Europe	France	France
France/B2336/2020	Western Europe	France	France
France/BFC2147/2020	Western Europe	France	France
France/CVL3365/2020	Western Europe	France	France
France/FR/2020	Western Europe	France	France
France/GE3067/2020	Western Europe	France	France
France/HF1465/2020	Western Europe	France	France
France/HF1645/2020	Western Europe	France	France
France/HF3290/2020	Western Europe	France	France
France/HF3293/2020	Western Europe	France	France
France/HF6466/2020	Western Europe	France	France
France/IDF0372-isl/2020	Western Europe	France	France
France/IDF0386-islP3/2020	Western Europe	France	France
France/IDF0571/2020	Western Europe	France	France
France/IDF2412/2020	Western Europe	France	France
France/IDF2534/2020	Western Europe	France	France
France/IDF3230/2020	Western Europe	France	France
France/IDF3577/2020	Western Europe	France	France
France/IRBA001/2020	Western Europe	France	France
France/N2223/2020	Western Europe	France	France
France/OCC-25/2020	Western Europe	France	France
France/OCC-27/2020	Western Europe	France	France
Germany/BE-RKI-N-0025/2020	Western Europe	Germany	Germany
Germany/BE-RKI-Z-0012/2020	Western Europe	Germany	Germany
Germany/BE-RKI-Z-0023/2020	Western Europe	Germany	Germany
Germany/BY-MVP-0002/2020	Western Europe	Germany	Germany
Germany/BY-MVP-0017/2020	Western Europe	Germany	Germany
Germany/BY-MVP-0076/2020	Western Europe	Germany	Germany
Germany/BY-MVP-0100/2020	Western Europe	Germany	Germany
Germany/BY-MVP-0187/2020	Western Europe	Germany	Germany
Germany/BY-MVP-0253/2020	Western Europe	Germany	Germany
Germany/BY-MVP-0269/2020	Western Europe	Germany	Germany
Germany/BY-MVP-0283/2020	Western Europe	Germany	Germany
Germany/BavPat14-ChVir1483/2020	Western Europe	Germany	Germany
Germany/BavPat4-ChVir1019/2020	Western Europe	Germany	Germany
Germany/NRW-09/2020	Western Europe	Germany	Germany
Germany/NRW-MPP-15/2020	Western Europe	Germany	Germany
Germany/NRW-MPP-21/2020	Western Europe	Germany	Germany
Germany/NRW-MPP-25/2020	Western Europe	Germany	Germany
Germany/NRW-MPP-33/2020	Western Europe	Germany	Germany
Greece/127_HPI/2020	Southern Europe	Greece	Greece
Greece/14999_HPI/2020	Southern Europe	Greece	Greece
Greece/18799_HPI/2020	Southern Europe	Greece	Greece
Greece/22565_HPI/2020	Southern Europe	Greece	Greece
Greece/234_31670/2020	Southern Europe	Greece	Greece
Greece/247_32207/2020	Southern Europe	Greece	Greece
Greece/26074_HPI/2020	Southern Europe	Greece	Greece
Greece/49_36716/2020	Southern Europe	Greece	Greece
Greece/8594_HPI/2020	Southern Europe	Greece	Greece
Greece/9060_HPI/2020	Southern Europe	Greece	Greece
Greece/AUTH_6/2020	Southern Europe	Greece	Greece
Guangdong/20SF012/2020	Eastern Asia	China	China
Guangdong/20SF156/2020	Eastern Asia	China	China
Guatemala/CDC-1227/2020	Central America	Guatemala	Guatemala
Guatemala/CDC-1228/2020	Central America	Guatemala	Guatemala
Guatemala/CDC-1229/2020	Central America	Guatemala	Guatemala
Guatemala/CDC-1230/2020	Central America	Guatemala	Guatemala
Guatemala/CDC-1231/2020	Central America	Guatemala	Guatemala
Guatemala/CDC-1232/2020	Central America	Guatemala	Guatemala
Guatemala/CDC-1233/2020	Central America	Guatemala	Guatemala
Guatemala/CDC-1236/2020	Central America	Guatemala	Guatemala
Hungary/MBL-003/2020	Eastern Europe	Hungary	Hungary
Hungary/SRC-00055/2020	Eastern Europe	Hungary	Hungary
Hungary/SRC-02801w/2020	Eastern Europe	Hungary	Hungary
Hungary/UD-10168/2020	Eastern Europe	Hungary	Hungary
Hungary/UD-6278/2020	Eastern Europe	Hungary	Hungary
Hungary/UD-7417/2020	Eastern Europe	Hungary	Hungary
Hungary/UD-7729/2020	Eastern Europe	Hungary	Hungary
ITALY/SardiniaNuoroCOV28/2020	Southern Europe	Italy	Italy
Iceland/168/2020	Northern Europe	Iceland	Iceland
Iceland/482/2020	Northern Europe	Iceland	Iceland
Iceland/525/2020	Northern Europe	Iceland	Iceland
Iceland/536/2020	Northern Europe	Iceland	Iceland
Iceland/54/2020	Northern Europe	Iceland	Iceland
India/AR32/2020	Southern Asia	India	India
India/BJMC_1622/2020	Southern Asia	India	India
India/CCMB_L1021/2020	Southern Asia	India	India
India/CCMB_M588/2020	Southern Asia	India	India
India/GBRC283/2020	Southern Asia	India	India
India/GBRC332a/2020	Southern Asia	India	India
India/GBRC338b/2020	Southern Asia	India	India
India/GBRC350a/2020	Southern Asia	India	India
India/GBRC358/2020	Southern Asia	India	India
India/GBRC52/2020	Southern Asia	India	India
India/GMC-RK100/2020	Southern Asia	India	India
India/ILSCV12744/2020	Southern Asia	India	India
