traits	region_exposure	country	country_exposure
USA/NY-PV08425/2020	New York City	USA	New York City
USA/NY-PV08432/2020	New York City	USA	New York City
USA/NY-PV08438/2020	New York City	USA	New York City
USA/NY-PV08446/2020	New York City	USA	New York City
USA/NY-PV08448/2020	New York City	USA	New York City
USA/NY-PV08471/2020	New York City	USA	New York City
USA/NY-PV08478/2020	New York City	USA	New York City
USA/NY-PV08486/2020	New York City	USA	New York City
USA/NY-PV08498/2020	New York City	USA	New York City
USA/NY-PV08500/2020	New York City	USA	New York City
USA/NY-PV09088/2020	New York City	USA	New York City
USA/NY-PV09090/2020	New York City	USA	New York City
USA/NY-PV09098/2020	New York City	USA	New York City
USA/NY-PV09099/2020	New York City	USA	New York City
USA/NY-PV09128/2020	New York City	USA	New York City
USA/NY-PV09181/2020	New York City	USA	New York City
USA/NY-PV09183/2020	New York City	USA	New York City
USA/NY-PV09193/2020	New York City	USA	New York City
USA/NY-PV09198/2020	New York City	USA	New York City
USA/NY-PV09324/2020	New York City	USA	New York City
USA/NY-PV09327/2020	New York City	USA	New York City
USA/NY-PV09334/2020	New York City	USA	New York City
USA/NY-PV09352/2020	New York City	USA	New York City
USA/NY-PV09354/2020	New York City	USA	New York City
USA/NY-PV09358/2020	New York City	USA	New York City
USA/NY-PV09364/2020	New York City	USA	New York City
USA/NY-PV09397/2020	New York City	USA	New York City
USA/NY-PV09405/2020	New York City	USA	New York City
USA/NY-PV09411/2020	New York City	USA	New York City
USA/NY-PV09412/2020	New York City	USA	New York City
USA/NY-PV09428/2020	New York City	USA	New York City
USA/NY-PV09430/2020	New York City	USA	New York City
USA/NY-PV09448/2020	New York City	USA	New York City
USA/NY-PV09454/2020	New York City	USA	New York City
USA/NY-PV09456/2020	New York City	USA	New York City
USA/NY-PV09459/2020	New York City	USA	New York City
USA/NY-PV09495/2020	New York City	USA	New York City
USA/NY-SURV0165/2020	New York City	USA	New York City
USA/NY-SURV0407/2020	New York City	USA	New York City
USA/NY-SURV0472/2020	New York City	USA	New York City
USA/NY-SURV052/2020	New York City	USA	New York City
USA/NY-WCMP10G10P/2020	New York City	USA	New York City
USA/NY-WCMP10G11P/2020	New York City	USA	New York City
USA/NY-WCMP10H01P/2020	New York City	USA	New York City
USA/NY-WCMP10H08P/2020	New York City	USA	New York City
USA/NY-WCMP11A03P/2020	New York City	USA	New York City
USA/NY-WCMP11C04P/2020	New York City	USA	New York City
USA/NY-WCMP2D04P/2020	New York City	USA	New York City
USA/NY-WCMP4C01P/2020	New York City	USA	New York City
USA/NY-WCMP9A08P/2020	New York City	USA	New York City
USA/NY-WCMP9G04P/2020	New York City	USA	New York City
USA/NY-Wadsworth-16480-01/2020	New York City	USA	New York City
USA/OR-PROV-023/2020	North America	USA	USA-West
USA/TX-CDC-3008/2020	North America	USA	USA-South
USA/UT-01689/2020	North America	USA	USA-West
USA/UT-04037/2020	North America	USA	USA-West
USA/VA-DCLS-0001/2020	North America	USA	USA-South
USA/WA-S1377/2020	North America	USA	USA-West
USA/WA-S1561/2020	North America	USA	USA-West
USA/WA-S2667/2020	North America	USA	USA-West
USA/WA-S58/2020	North America	USA	USA-West
USA/WA-S810/2020	North America	USA	USA-West
USA/WA-UW-13317/2020	North America	USA	USA-West
USA/WA-UW-1712/2020	North America	USA	USA-West
USA/WA-UW-2164/2020	North America	USA	USA-West
USA/WI-UW-1109/2020	North America	USA	USA-Midwest
USA/WI-UW-235/2020	North America	USA	USA-Midwest
USA/WI-UW-329/2020	North America	USA	USA-Midwest
USA/WI-UW-34/2020	North America	USA	USA-Midwest
USA/WI-UW-638/2020	North America	USA	USA-Midwest
USA/WI-UW-916/2020	North America	USA	USA-Midwest
Ukraine/203100337/2020	Eastern Europe	Ukraine	Ukraine
Ukraine/203100342/2020	Eastern Europe	Ukraine	Ukraine
Ukraine/203100349/2020	Eastern Europe	Ukraine	Ukraine
Ukraine/203100357/2020	Eastern Europe	Ukraine	Ukraine
Ukraine/203100360/2020	Eastern Europe	Ukraine	Ukraine
Ukraine/203100362/2020	Eastern Europe	Ukraine	Ukraine
UnitedArabEmirates/L0184/2020	Western Asia	United Arab Emirates	United Arab Emirates
UnitedArabEmirates/L0231/2020	Western Asia	United Arab Emirates	United Arab Emirates
UnitedArabEmirates/L1189/2020	Western Asia	United Arab Emirates	United Arab Emirates
UnitedArabEmirates/L4280/2020	Western Asia	United Arab Emirates	United Arab Emirates
UnitedArabEmirates/L5630/2020	Western Asia	United Arab Emirates	United Arab Emirates
UnitedArabEmirates/L5857/2020	Western Asia	United Arab Emirates	United Arab Emirates
UnitedArabEmirates/L9119/2020	Western Asia	United Arab Emirates	United Arab Emirates
UnitedArabEmirates/L9768/2020	Western Asia	United Arab Emirates	United Arab Emirates
Uruguay/Mdeo-1/2020	South America	Uruguay	Uruguay
Uruguay/UY-182/2020	South America	Uruguay	Uruguay
Uruguay/UY-651/2020	South America	Uruguay	Uruguay
Uruguay/UY-8M/2020	South America	Uruguay	Uruguay
Uruguay/UY-AT/2020	South America	Uruguay	Uruguay
Uruguay/UY-NYUMC851/2020	South America	Uruguay	Uruguay
Uruguay/UY-NYUMC863/2020	South America	Uruguay	Uruguay
Uruguay/UY-NYUMC866/2020	South America	Uruguay	Uruguay
Uruguay/UY-NYUMC875/2020	South America	Uruguay	Uruguay
Uruguay/UY-NYUMC934/2020	South America	Uruguay	Uruguay
Uruguay/UY-NYUMC935/2020	South America	Uruguay	Uruguay
Venezuela/VEN-89312/2020	South America	Venezuela	Venezuela
Venezuela/VEN-95072/2020	South America	Venezuela	Venezuela
Wales/PHWC-16243C/2020	Northern Europe	United Kingdom	United Kingdom
Wales/PHWC-16869A/2020	Northern Europe	United Kingdom	United Kingdom
Wales/PHWC-168894/2020	Northern Europe	United Kingdom	United Kingdom
Wales/PHWC-168F26/2020	Northern Europe	United Kingdom	United Kingdom
Wales/PHWC-169004/2020	Northern Europe	United Kingdom	United Kingdom
Wales/PHWC-169040/2020	Northern Europe	United Kingdom	United Kingdom
Wales/PHWC-2921A/2020	Northern Europe	United Kingdom	United Kingdom
Wales/PHWC-32955/2020	Northern Europe	United Kingdom	United Kingdom
Wales/PHWC-32CA7/2020	Northern Europe	United Kingdom	United Kingdom
Wuhan/IPBCAMS-WH-01/2019	Eastern Asia	China	China
Wuhan/IPBCAMS-WH-04/2019	Eastern Asia	China	China
Wuhan/IPBCAMS-WH-05/2020	Eastern Asia	China	China
Wuhan/WH01/2019	Eastern Asia	China	China
Wuhan/WH02/2019	Eastern Asia	China	China
Wuhan/WH03/2020	Eastern Asia	China	China
Iran/COVID19-IRVSH2/2020	Southern Asia	Iran	Iran
Pakistan/SARS-CoV-2-KPK-KUST-SJTU/2020	Southern Asia	Pakistan	Pakistan
Bangladesh/BCSIR_NILMRC_167/2020	Southern Asia	Bangladesh	Bangladesh
USA/MA-MGH-01256/2020	North America	USA	USA-Northeast
USA/MA-DPH-00200/2020	North America	USA	USA-Northeast
Iran/COVID19-IRVSH1/2020	Southern Asia	Iran	Iran
USA/SEARCH-0724-IPL/2020	North America	USA	USA
Mexico/SEARCH-1711-TIJ/2020	Central America	Mexico	Mexico
Mexico/SEARCH-1710-TIJ/2020	Central America	Mexico	Mexico
Mexico/SEARCH-1704-TIJ/2020	Central America	Mexico	Mexico
Mexico/SEARCH-1697-TIJ/2020	Central America	Mexico	Mexico
Mexico/SEARCH-1696-TIJ/2020	Central America	Mexico	Mexico
Mexico/SEARCH-1695-TIJ/2020	Central America	Mexico	Mexico
Mexico/SEARCH-1694-TIJ/2020	Central America	Mexico	Mexico
Mexico/SEARCH-1691-TIJ/2020	Central America	Mexico	Mexico
Mexico/SEARCH-1690-TIJ/2020	Central America	Mexico	Mexico
USA/SEARCH-0447-SAN/2020	North America	USA	USA
USA/CDC-CruiseA-15/2020	North America	USA	USA
USA/FL-CDC-5091/2020	North America	USA	USA-South
SouthKorea/KOR-BA-ACH_2604/2020	Eastern Asia	South Korea	South Korea
USA/TX-CDC-TX1/2020	North America	USA	USA-South
USA/CA-CDC-CA7/2020	North America	USA	USA-West
USA/IL-CDC-IL2/2020	North America	USA	USA-Midwest
USA/WA-CDC-WA1/2020	North America	USA	USA
Egypt/CUNCI-HGC7I029/2020	Northern Africa	Egypt	Egypt
Turkey/Kafkas-SARSCoV2-007/2020	Western Asia	Turkey	Turkey
Bahrain/Wuhan-Hu-1/2020	Western Asia	Bahrain	Bahrain
Bangladesh/BCSIR_NILMRC_218/2020	Southern Asia	Bangladesh	Bangladesh
France/Env-Di/2020	Western Europe	France	France
Italy/Naples/2020	Southern Europe	Italy	Italy
Chile/2020-27991/2020	South America	Chile	Chile
Chile/2020-26639/2020	South America	Chile	Chile
Bangladesh/BCSIR_NILMRC_108/2020	Southern Asia	Bangladesh	Bangladesh
Bangladesh/BCSIR_NILMRC_017/2020	Southern Asia	Bangladesh	Bangladesh
Iran/Iran/2020	Southern Asia	Iran	Iran
Finland/nCoV-FIN-29-Jan-2020/2020	Northern Europe	Finland	Finland
Bangladesh/BCSIR_NILMRC_06/2020	Southern Asia	Bangladesh	Bangladesh
Greece/235_31783/2020	Southern Europe	Greece	Greece
Iran/HGRC-1.1-IPI-8206/2020	Southern Asia	Iran	Iran
Colombia/79256_Antioquia/2020	South America	Colombia	Colombia
Italy/INMI1/2020	Southern Europe	Italy	Italy
Peru/Peru-10/2020	South America	Peru	Peru
Pakistan/Manga1/2020	Southern Asia	Pakistan	Pakistan
Brazil/SP02/2020	South America	Brazil	Brazil
India/166/2020	Southern Asia	India	India
