traits	region_exposure	country	country_exposure
Mexico/InDRE_26/2020	Central America	Mexico	Mexico
Mexico/InDRE_29/2020	Central America	Mexico	Mexico
Mexico/InDRE_32/2020	Central America	Mexico	Mexico
Mexico/InDRE_34/2020	Central America	Mexico	Mexico
Mexico/Queretaro-InDRE-18/2020	Central America	Mexico	Mexico
Morocco/6887/2020	Northern Africa	Morocco	Morocco
Morocco/6891/2020	Northern Africa	Morocco	Morocco
Morocco/6900/2020	Northern Africa	Morocco	Morocco
Morocco/6906/2020	Northern Africa	Morocco	Morocco
Morocco/AZ183/2020	Northern Africa	Morocco	Morocco
Morocco/CA24/2020	Northern Africa	Morocco	Morocco
Morocco/RA85/2020	Northern Africa	Morocco	Morocco
Morocco/RMPS-01/2020	Northern Africa	Morocco	Morocco
Morocco/RMPS-02/2020	Northern Africa	Morocco	Morocco
Morocco/RMPS-12/2020	Northern Africa	Morocco	Morocco
Morocco/RMPS-15/2020	Northern Africa	Morocco	Morocco
Morocco/refstage1/2020	Northern Africa	Morocco	Morocco
Nepal/61/2020	Eastern Asia	Nepal	China
Netherlands/Friesland_29/2020	Western Europe	Netherlands	Netherlands
Netherlands/Friesland_41/2020	Western Europe	Netherlands	Netherlands
Netherlands/Friesland_42/2020	Western Europe	Netherlands	Netherlands
Netherlands/Friesland_5/2020	Western Europe	Netherlands	Netherlands
Netherlands/Gelderland_100/2020	Western Europe	Netherlands	Netherlands
Netherlands/Gelderland_158/2020	Western Europe	Netherlands	Netherlands
Netherlands/Gelderland_32/2020	Western Europe	Netherlands	Netherlands
Netherlands/NA_105/2020	Western Europe	Netherlands	Netherlands
Netherlands/NA_229/2020	Western Europe	Netherlands	Netherlands
Netherlands/NA_396/2020	Western Europe	Netherlands	Netherlands
Netherlands/NA_41/2020	Western Europe	Netherlands	Netherlands
Netherlands/NA_479/2020	Western Europe	Netherlands	Netherlands
Netherlands/NA_500/2020	Western Europe	Netherlands	Netherlands
Netherlands/NA_613/2020	Western Europe	Netherlands	Netherlands
Netherlands/NA_63/2020	Western Europe	Netherlands	Netherlands
Netherlands/NA_642/2020	Western Europe	Netherlands	Netherlands
Netherlands/NA_709/2020	Western Europe	Netherlands	Netherlands
Netherlands/NA_79/2020	Western Europe	Netherlands	Netherlands
Netherlands/NoordBrabant_26/2020	Western Europe	Netherlands	Netherlands
Netherlands/NoordBrabant_6/2020	Western Europe	Netherlands	Netherlands
Netherlands/NoordBrabant_96/2020	Western Europe	Netherlands	Netherlands
Netherlands/Oss_1363500/2020	Western Europe	Netherlands	Netherlands
Netherlands/Overijssel_35/2020	Western Europe	Netherlands	Netherlands
Netherlands/Zeeland_19/2020	Western Europe	Netherlands	Netherlands
Netherlands/ZuidHolland_151/2020	Western Europe	Netherlands	Netherlands
NorthMacedonia/2499/2020	Southern Europe	North Macedonia	North Macedonia
NorthMacedonia/2531/2020	Southern Europe	North Macedonia	North Macedonia
NorthMacedonia/2851/2020	Southern Europe	North Macedonia	North Macedonia
NorthMacedonia/2979/2020	Southern Europe	North Macedonia	North Macedonia
NorthMacedonia/3017/2020	Southern Europe	North Macedonia	North Macedonia
NorthMacedonia/3122/2020	Southern Europe	North Macedonia	North Macedonia
NorthMacedonia/3861/2020	Southern Europe	North Macedonia	North Macedonia
NorthMacedonia/6497/2020	Southern Europe	North Macedonia	North Macedonia
NorthMacedonia/7229/2020	Southern Europe	North Macedonia	North Macedonia
NorthMacedonia/7808/2020	Southern Europe	North Macedonia	North Macedonia
NorthMacedonia/ChVir7903/2020	Southern Europe	North Macedonia	North Macedonia
NorthMacedonia/ChVir7904/2020	Southern Europe	North Macedonia	North Macedonia
NorthMacedonia/ChVir7911/2020	Southern Europe	North Macedonia	North Macedonia
NorthMacedonia/ChVir7913/2020	Southern Europe	North Macedonia	North Macedonia
NorthMacedonia/ChVir7915/2020	Southern Europe	North Macedonia	North Macedonia
NorthMacedonia/ChVir7918/2020	Southern Europe	North Macedonia	North Macedonia
Norway/1494/2020	Northern Europe	Norway	Norway
Norway/1694/2020	Northern Europe	Norway	Norway
Norway/1953/2020	Northern Europe	Norway	Norway
Norway/2114/2020	Northern Europe	Norway	Norway
Norway/2246/2020	Northern Europe	Norway	Norway
Norway/2387/2020	Northern Europe	Norway	Norway
Norway/2390/2020	Northern Europe	Norway	Norway
Norway/2447/2020	Northern Europe	Norway	Norway
Norway/2483/2020	Northern Europe	Norway	Norway
Norway/2498/2020	Northern Europe	Norway	Norway
Norway/2526/2020	Northern Europe	Norway	Norway
Norway/2596/2020	Northern Europe	Norway	Norway
Norway/2619/2020	Northern Europe	Norway	Norway
Norway/2660/2020	Northern Europe	Norway	Norway
Norway/2781/2020	Northern Europe	Norway	Norway
Norway/2848/2020	Northern Europe	Norway	Norway
Norway/2868/2020	Northern Europe	Norway	Norway
Norway/2879/2020	Northern Europe	Norway	Norway
Oman/205026358/2020	Western Asia	Oman	Oman
Oman/205027556/2020	Western Asia	Oman	Oman
Oman/205035988/2020	Western Asia	Oman	Oman
Oman/205036454/2020	Western Asia	Oman	Oman
Oman/205038906/2020	Western Asia	Oman	Oman
Oman/205041335/2020	Western Asia	Oman	Oman
Oman/205043071/2020	Western Asia	Oman	Oman
Oman/24618/2020	Western Asia	Oman	Oman
Oman/810962/2020	Western Asia	Oman	Oman
Oman/B-7106/2020	Western Asia	Oman	Oman
Oman/C-2673/2020	Western Asia	Oman	Oman
Oman/C-6583/2020	Western Asia	Oman	Oman
Oman/RESP-20-1189/2020	Western Asia	Oman	Oman
Oman/RESP-20-1976/2020	Western Asia	Oman	Oman
Oman/RESP-20-2282/2020	Western Asia	Oman	Oman
Oman/RESP-20-6081/2020	Western Asia	Oman	Oman
Oman/RESP-20-837/2020	Western Asia	Oman	Oman
Pakistan/KHI1/2020	Southern Asia	Pakistan	Pakistan
Pakistan/KPK-KUST-SJTU/2020	Southern Asia	Pakistan	Pakistan
Pakistan/Manga-KPK/2020	Southern Asia	Pakistan	Pakistan
Pakistan/NIH-45143/2020	Southern Asia	Pakistan	Pakistan
Panama/328709/2020	Central America	Panama	Panama
Panama/328719/2020	Central America	Panama	Panama
Panama/329546/2020	Central America	Panama	Panama
Panama/329682/2020	Central America	Panama	Panama
Panama/329730/2020	Central America	Panama	Panama
Panama/329844/2020	Central America	Panama	Panama
Panama/330130/2020	Central America	Panama	Panama
Panama/330558/2020	Central America	Panama	Panama
Panama/331701/2020	Central America	Panama	Panama
Panama/332298/2020	Central America	Panama	Panama
Panama/332352/2020	Central America	Panama	Panama
Panama/333685/2020	Central America	Panama	Panama
Panama/333694/2020	Central America	Panama	Panama
Panama/334038/2020	Central America	Panama	Panama
Panama/334389/2020	Central America	Panama	Panama
Panama/334598/2020	Central America	Panama	Panama
Panama/335382/2020	Central America	Panama	Panama
Panama/335967/2020	Central America	Panama	Panama
Panama/336008/2020	Central America	Panama	Panama
Panama/336247/2020	Central America	Panama	Panama
Panama/336897/2020	Central America	Panama	Panama
Panama/337097/2020	Central America	Panama	Panama
Panama/337467/2020	Central America	Panama	Panama
Panama/338681/2020	Central America	Panama	Panama
Panama/339467/2020	Central America	Panama	Panama
Panama/340239/2020	Central America	Panama	Panama
Panama/341259/2020	Central America	Panama	Panama
Peru/01-2/2020	South America	Peru	Peru
Peru/01/2020	South America	Peru	Peru
Peru/010/2020	South America	Peru	Peru
Peru/INS-002/2020	South America	Peru	Peru
Peru/INS-003/2020	South America	Peru	Peru
Peru/INS-004/2020	South America	Peru	Peru
Peru/INS-006/2020	South America	Peru	Peru
Peru/INS-008/2020	South America	Peru	Peru
Peru/INS-009/2020	South America	Peru	Peru
Peru/INS-011/2020	South America	Peru	Peru
Peru/INS-012/2020	South America	Peru	Peru
Peru/INS-013/2020	South America	Peru	Peru
Peru/INS-014/2020	South America	Peru	Peru
Peru/INS-015/2020	South America	Peru	Peru
Peru/INS-016/2020	South America	Peru	Peru
Peru/INS-018/2020	South America	Peru	Peru
Peru/INS-019/2020	South America	Peru	Peru
Peru/INS-020/2020	South America	Peru	Peru
Peru/INS-021/2020	South America	Peru	Peru
Peru/INS-022/2020	South America	Peru	Peru
Peru/INS-024/2020	South America	Peru	Peru
Peru/INS-025/2020	South America	Peru	Peru
Peru/INS-026/2020	South America	Peru	Peru
Peru/INS-028/2020	South America	Peru	Peru
Peru/INS-029/2020	South America	Peru	Peru
Peru/INS-030/2020	South America	Peru	Peru
Peru/INS-031/2020	South America	Peru	Peru
Peru/INS-033/2020	South America	Peru	Peru
Peru/INS-034/2020	South America	Peru	Peru
Peru/INS-035/2020	South America	Peru	Peru
Peru/INS-038/2020	South America	Peru	Peru
Peru/INS-039/2020	South America	Peru	Peru
Peru/INS-040/2020	South America	Peru	Peru
Peru/INS-041/2020	South America	Peru	Peru
Peru/INS-042/2020	South America	Peru	Peru
Peru/INS-044/2020	South America	Peru	Peru
Peru/INS-058/2020	South America	Peru	Peru
Peru/INS-079/2020	South America	Peru	Peru
Peru/INS-080/2020	South America	Peru	Peru
Peru/INS-081/2020	South America	Peru	Peru
Peru/INS-082/2020	South America	Peru	Peru
Philippines/PGC02/2020	Southeastern Asia	Philippines	Philippines
Philippines/PH-RITM-0009/2020	Southeastern Asia	Philippines	Philippines
Philippines/PH-RITM-0015/2020	Southeastern Asia	Philippines	Philippines
Philippines/PH-RITM-0020/2020	Southeastern Asia	Philippines	Philippines
Philippines/RITM-03/2020	Southeastern Asia	Philippines	Philippines
Philippines/RITM-04/2020	Southeastern Asia	Philippines	Philippines
Pingxiang/JX5/2020	Eastern Asia	China	China
Poland/1105644/2020	Eastern Europe	Poland	Poland
Poland/1109201/2020	Eastern Europe	Poland	Poland
Poland/1134056/2020	Eastern Europe	Poland	Poland
Poland/1140683/2020	Eastern Europe	Poland	Poland
Poland/1157821/2020	Eastern Europe	Poland	Poland
Poland/IHG_PAS_1_69/2020	Eastern Europe	Poland	Poland
Poland/IHG_PAS_3_57/2020	Eastern Europe	Poland	Poland
Poland/IHG_PAS_4_67/2020	Eastern Europe	Poland	Poland
Poland/PL_P1/2020	Eastern Europe	Poland	Poland
Poland/PL_P32/2020	Eastern Europe	Poland	Poland
Poland/PL_P45/2020	Eastern Europe	Poland	Poland
Poland/PL_P5/2020	Eastern Europe	Poland	Poland
Poland/Pom6/2020	Eastern Europe	Poland	Poland
Poland/Pom7/2020	Eastern Europe	Poland	Poland
Portugal/CV63/2020	Southern Europe	Portugal	Portugal
Portugal/IGC3667/2020	Southern Europe	Portugal	Portugal
Portugal/IGC4228/2020	Southern Europe	Portugal	Portugal
Portugal/PT0164/2020	Southern Europe	Portugal	Portugal
Portugal/PT0225/2020	Southern Europe	Portugal	Portugal
Portugal/PT0396a/2020	Southern Europe	Portugal	Portugal
Portugal/PT0506/2020	Southern Europe	Portugal	Portugal
Portugal/PT0515/2020	Southern Europe	Portugal	Portugal
Portugal/PT0540/2020	Southern Europe	Portugal	Portugal
Portugal/PT0581/2020	Southern Europe	Portugal	Portugal
Portugal/PT0609/2020	Southern Europe	Portugal	Portugal
Portugal/PT0772/2020	Southern Europe	Portugal	Portugal
Portugal/PT0870/2020	Southern Europe	Portugal	Portugal
Portugal/PT0911/2020	Southern Europe	Portugal	Portugal
Portugal/PT1114/2020	Southern Europe	Portugal	Portugal
Portugal/PT1137/2020	Southern Europe	Portugal	Portugal
Portugal/PT1157/2020	Southern Europe	Portugal	Portugal
Portugal/PT1231/2020	Southern Europe	Portugal	Portugal
Portugal/PT1522/2020	Southern Europe	Portugal	Portugal
Portugal/R1172/2020	Southern Europe	Portugal	Portugal
Portugal/R1320/2020	Southern Europe	Portugal	Portugal
Qatar/QA02/2020	Western Asia	Qatar	Qatar
Qatar/QA08/2020	Western Asia	Qatar	Qatar
Qatar/QA21/2020	Western Asia	Qatar	Qatar
Qatar/QA23/2020	Western Asia	Qatar	Qatar
Romania/284168/2020	Eastern Europe	Romania	Romania
Romania/Bucuresti-12546/2020	Eastern Europe	Romania	Romania
Romania/Bucuresti-293034/2020	Eastern Europe	Romania	Romania
Romania/Bucuresti-4105/2020	Eastern Europe	Romania	Romania
Romania/Mioveni-24095/2020	Eastern Europe	Romania	Romania
Romania/ROSV_12587/2020	Eastern Europe	Romania	Romania
Romania/ROSV_12618/2020	Eastern Europe	Romania	Romania
Romania/ROSV_13109/2020	Eastern Europe	Romania	Romania
Romania/ROSV_2113/2020	Eastern Europe	Romania	Romania
Romania/ROSV_2874/2020	Eastern Europe	Romania	Romania
Romania/ROSV_4659/2020	Eastern Europe	Romania	Romania
Romania/ROSV_5000/2020	Eastern Europe	Romania	Romania
Romania/ROSV_5230/2020	Eastern Europe	Romania	Romania
Romania/ROSV_9826/2020	Eastern Europe	Romania	Romania
Romania/Suceava-31646/2020	Eastern Europe	Romania	Romania
Romania/Suceava-5722/2020	Eastern Europe	Romania	Romania
Russia/CRIE164298/2020	Eastern Europe	Russia	Russia
Russia/Novosibirsk-RII27320S/2020	Eastern Europe	Russia	Russia
Russia/Samara-73403/2020	Eastern Europe	Russia	Russia
Russia/StPetersburg-64304/2020	Eastern Europe	Russia	Russia
Russia/StPetersburg-RII11149S/2020	Eastern Europe	Russia	Russia
Russia/StPetersburg-RII15673S/2020	Eastern Europe	Russia	Russia
Russia/StPetersburg-RII15950V/2020	Eastern Europe	Russia	Russia
Russia/StPetersburg-RII17941S/2020	Eastern Europe	Russia	Russia
Russia/StPetersburg-RII21538S/2020	Eastern Europe	Russia	Russia
Russia/StPetersburg-RII21797S/2020	Eastern Europe	Russia	Russia
Russia/StPetersburg-RII4723S/2020	Eastern Europe	Russia	Russia
Russia/StPetersburg-RII6060S/2020	Eastern Europe	Russia	Russia
Russia/StPetersburg-RII7321V/2020	Eastern Europe	Russia	Russia
Russia/Yakutia-83301/2020	Eastern Europe	Russia	Russia
SaudiArabia/477/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/518/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/596/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/656/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/86650/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/KAIMRC08/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/KAUST-JEDDAH1009/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/KAUST-JEDDAH1031/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/KAUST-JEDDAH573/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/KAUST-JEDDAH590/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/KAUST-JEDDAH723/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/KAUST-JEDDAH841/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/KAUST-MADINAH1047/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/KAUST-MADINAH1111/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/KAUST-MADINAH519/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/KAUST-MADINAH606/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/KAUST-MADINAH959/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/KAUST-MAKKAH290/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/KAUST-Madinah211/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/KAUST-Madinah44/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/KAUST-Makkah09/2020	Western Asia	Saudi Arabia	Saudi Arabia
Scotland/CVR1465/2020	Northern Europe	United Kingdom	United Kingdom
Scotland/CVR2526/2020	Northern Europe	United Kingdom	United Kingdom
Scotland/CVR3624/2020	Northern Europe	United Kingdom	United Kingdom
Senegal/003/2020	Western Africa	Senegal	Senegal
Senegal/026/2020	Western Africa	Senegal	Senegal
Senegal/1351/2020	Western Africa	Senegal	Senegal
Senegal/136/2020	Western Africa	Senegal	Senegal
Senegal/1938/2020	Western Africa	Senegal	Senegal
Senegal/2840/2020	Western Africa	Senegal	Senegal
Senegal/45557/2020	Western Africa	Senegal	Senegal
Senegal/52907/2020	Western Africa	Senegal	Senegal
Senegal/5770/2020	Western Africa	Senegal	Senegal
Senegal/610/2020	Western Africa	Senegal	Senegal
Senegal/64033/2020	Western Africa	Senegal	Senegal
Senegal/68458/2020	Western Africa	Senegal	Senegal
Senegal/83403/2020	Western Africa	Senegal	Senegal
Senegal/9821/2020	Western Africa	Senegal	Senegal
Serbia/CA3002-04/2020	Southern Europe	Serbia	Serbia
Serbia/CA3089-04/2020	Southern Europe	Serbia	Serbia
Serbia/KV26-04/2020	Southern Europe	Serbia	Serbia
Serbia/KV26/2020	Southern Europe	Serbia	Serbia
Serbia/KV52-12-05/2020	Southern Europe	Serbia	Serbia
Serbia/KV57-12-07/2020	Southern Europe	Serbia	Serbia
Serbia/KV65-16-07/2020	Southern Europe	Serbia	Serbia
Serbia/NS838-04/2020	Southern Europe	Serbia	Serbia
Serbia/UE06-28-04/2020	Southern Europe	Serbia	Serbia
Serbia/UE16-22-04/2020	Southern Europe	Serbia	Serbia
Shenzhen/HKU-SZ-002/2020	Eastern Asia	China	China
Shenzhen/HKU-SZ-005/2020	Eastern Asia	China	China
Sichuan/IVDC-SC-001/2020	Eastern Asia	China	China
Slovenia/12304/2020	Southern Europe	Slovenia	Slovenia
Slovenia/4584/2020	Southern Europe	Slovenia	Slovenia
Slovenia/808/2020	Southern Europe	Slovenia	Slovenia
Slovenia/MB0329/2020	Southern Europe	Slovenia	Slovenia
Slovenia/MB0419/2020	Southern Europe	Slovenia	Slovenia
SouthAfrica/KRISP-0074/2020	Southern Africa	South Africa	South Africa
SouthAfrica/KRISP-0135/2020	Southern Africa	South Africa	South Africa
SouthAfrica/KRISP-0156/2020	Southern Africa	South Africa	South Africa
SouthAfrica/KRISP-0165/2020	Southern Africa	South Africa	South Africa
SouthAfrica/KRISP-0166/2020	Southern Africa	South Africa	South Africa
SouthAfrica/KRISP-0206/2020	Southern Africa	South Africa	South Africa
SouthAfrica/KRISP-0293/2020	Southern Africa	South Africa	South Africa
SouthAfrica/KRISP-0336/2020	Southern Africa	South Africa	South Africa
SouthAfrica/KRISP-0551/2020	Southern Africa	South Africa	South Africa
SouthAfrica/KRISP-108/2020	Southern Africa	South Africa	South Africa
SouthAfrica/KRISP-K000609/2020	Southern Africa	South Africa	South Africa
SouthAfrica/KRISP-K001043/2020	Southern Africa	South Africa	South Africa
SouthAfrica/KRISP-K001051/2020	Southern Africa	South Africa	South Africa
SouthAfrica/KRISP-K001406/2020	Southern Africa	South Africa	South Africa
SouthAfrica/KRISP-K002318/2020	Southern Africa	South Africa	South Africa
SouthAfrica/KRISP-K002370/2020	Southern Africa	South Africa	South Africa
SouthAfrica/KRISP-K002421/2020	Southern Africa	South Africa	South Africa
SouthAfrica/LR00006/2020	Southern Africa	South Africa	South Africa
SouthAfrica/R02606/2020	Southern Africa	South Africa	South Africa
SouthAfrica/R02827/2020	Southern Africa	South Africa	South Africa
SouthAfrica/R05475/2020	Southern Africa	South Africa	South Africa
SouthAfrica/R06812/2020	Southern Africa	South Africa	South Africa
SouthAfrica/R09085/2020	Southern Africa	South Africa	South Africa
SouthAfrica/R10139/2020	Southern Africa	South Africa	South Africa
SouthAfrica/R10720/2020	Southern Africa	South Africa	South Africa
SouthAfrica/Tygerberg_13/2020	Southern Africa	South Africa	South Africa
SouthAfrica/Tygerberg_29/2020	Southern Africa	South Africa	South Africa
SouthKorea/A6/2020	Eastern Asia	South Korea	South Korea
SouthKorea/A7/2020	Eastern Asia	South Korea	South Korea
SouthKorea/KCDC03/2020	Eastern Asia	South Korea	South Korea
SouthKorea/KCDC05/2020	Eastern Asia	South Korea	South Korea
SouthKorea/KCDC2005/2020	Eastern Asia	South Korea	South Korea
SouthKorea/KCDC2014/2020	Eastern Asia	South Korea	South Korea
SouthKorea/KCDC2034/2020	Eastern Asia	South Korea	South Korea
SouthKorea/KCDC2098/2020	Eastern Asia	South Korea	South Korea
SouthKorea/KCDC2116/2020	Eastern Asia	South Korea	South Korea
SouthKorea/KCDC2121/2020	Eastern Asia	South Korea	South Korea
SouthKorea/KCDC2157/2020	Eastern Asia	South Korea	South Korea
SouthKorea/KCDC2179/2020	Eastern Asia	South Korea	South Korea
SouthKorea/KCDC2214/2020	Eastern Asia	South Korea	South Korea
SouthKorea/KCDC2258/2020	Eastern Asia	South Korea	South Korea
SouthKorea/KCDC2291/2020	Eastern Asia	South Korea	South Korea
SouthKorea/KCDC2317/2020	Eastern Asia	South Korea	South Korea
SouthKorea/KCDC2409/2020	Eastern Asia	South Korea	South Korea
SouthKorea/KCDC2479/2020	Eastern Asia	South Korea	South Korea
SouthKorea/KCDC2529/2020	Eastern Asia	South Korea	South Korea
SouthKorea/KCDC2560/2020	Eastern Asia	South Korea	South Korea
SouthKorea/KCDC2593/2020	Eastern Asia	South Korea	South Korea
SouthKorea/KCDC2635/2020	Eastern Asia	South Korea	South Korea
SouthKorea/KCDC2652/2020	Eastern Asia	South Korea	South Korea
SouthKorea/S3/2020	Eastern Asia	South Korea	South Korea
Spain/ACoruna_013/2020	Southern Europe	Spain	Spain
Spain/AN-001271/2020	Southern Europe	Spain	Spain
Spain/AN-001322/2020	Southern Europe	Spain	Spain
Spain/AN-006098/2020	Southern Europe	Spain	Spain
Spain/AN-006108/2020	Southern Europe	Spain	Spain
Spain/AN-006116/2020	Southern Europe	Spain	Spain
Spain/AN-006130/2020	Southern Europe	Spain	Spain
Spain/AR-005025/2020	Southern Europe	Spain	Spain
Spain/AR-005066/2020	Southern Europe	Spain	Spain
Spain/Albacete-COV003775/2020	Southern Europe	Spain	Spain
Spain/Albacete-COV003777/2020	Southern Europe	Spain	Spain
Spain/Albacete-COV003783/2020	Southern Europe	Spain	Spain
Spain/Barcelona_VH1407/2020	Southern Europe	Spain	Spain
Spain/Barcelona_VH1438/2020	Southern Europe	Spain	Spain
Spain/CM-003928/2020	Southern Europe	Spain	Spain
Spain/Donostia-San_Sebastian2084/2020	Southern Europe	Spain	Spain
Spain/Donostia-San_Sebastian2095/2020	Southern Europe	Spain	Spain
Spain/Donostia-San_Sebastian2135/2020	Southern Europe	Spain	Spain
Spain/Donostia-San_Sebastian2165/2020	Southern Europe	Spain	Spain
Spain/Donostia-San_Sebastian_COV003217/2020	Southern Europe	Spain	Spain
Spain/EX-005000/2020	Southern Europe	Spain	Spain
Spain/EX-005006/2020	Southern Europe	Spain	Spain
Spain/EX-005017/2020	Southern Europe	Spain	Spain
Spain/Granada-COV002986/2020	Southern Europe	Spain	Spain
Spain/Hellin-COV003869/2020	Southern Europe	Spain	Spain
Spain/MD-003707/2020	Southern Europe	Spain	Spain
Spain/MD-004967/2020	Southern Europe	Spain	Spain
Spain/MD-004983/2020	Southern Europe	Spain	Spain
Spain/MD-005348/2020	Southern Europe	Spain	Spain
Spain/NC-001373/2020	Southern Europe	Spain	Spain
Spain/PV-000672/2020	Southern Europe	Spain	Spain
Spain/PV-000717/2020	Southern Europe	Spain	Spain
Spain/PV-001397/2020	Southern Europe	Spain	Spain
Spain/PV-001594/2020	Southern Europe	Spain	Spain
Spain/PV-005153/2020	Southern Europe	Spain	Spain
Spain/Palma2547/2020	Southern Europe	Spain	Spain
Spain/Teruel2421/2020	Southern Europe	Spain	Spain
Spain/Valencia144/2020	Southern Europe	Spain	Spain
Spain/Valencia259/2020	Southern Europe	Spain	Spain
Spain/Valencia266/2020	Southern Europe	Spain	Spain
Spain/Valencia470/2020	Southern Europe	Spain	Spain
Spain/Valencia82/2020	Southern Europe	Spain	Spain
Spain/Zaragoza2416/2020	Southern Europe	Spain	Spain
Spain/Zaragoza2476/2020	Southern Europe	Spain	Spain
Sweden/01/2020	Northern Europe	Sweden	Sweden
Sweden/20-02114/2020	Northern Europe	Sweden	Sweden
Sweden/20-04736/2020	Northern Europe	Sweden	Sweden
Sweden/20-06918/2020	Northern Europe	Sweden	Sweden
Sweden/20-07298/2020	Northern Europe	Sweden	Sweden
Sweden/20-07847/2020	Northern Europe	Sweden	Sweden
Sweden/20-08088/2020	Northern Europe	Sweden	Sweden
Sweden/20-08093/2020	Northern Europe	Sweden	Sweden
Sweden/20-08102/2020	Northern Europe	Sweden	Sweden
Sweden/20-08120/2020	Northern Europe	Sweden	Sweden
Sweden/20-08154/2020	Northern Europe	Sweden	Sweden
Sweden/20-08167/2020	Northern Europe	Sweden	Sweden
Sweden/20-08332/2020	Northern Europe	Sweden	Sweden
Sweden/20-08357/2020	Northern Europe	Sweden	Sweden
Sweden/20-08678/2020	Northern Europe	Sweden	Sweden
Sweden/20-08686/2020	Northern Europe	Sweden	Sweden
Sweden/20-08842/2020	Northern Europe	Sweden	Sweden
Sweden/20-08906/2020	Northern Europe	Sweden	Sweden
Sweden/20-14178/2020	Northern Europe	Sweden	Sweden
Sweden/20-14318/2020	Northern Europe	Sweden	Sweden
Sweden/20-14985/2020	Northern Europe	Sweden	Sweden
Sweden/20-50089/2020	Northern Europe	Sweden	Sweden
Sweden/20-50107/2020	Northern Europe	Sweden	Sweden
Sweden/20-50176/2020	Northern Europe	Sweden	Sweden
Sweden/20-50181/2020	Northern Europe	Sweden	Sweden
Sweden/20-50194/2020	Northern Europe	Sweden	Sweden
Sweden/20-50270/2020	Northern Europe	Sweden	Sweden
Sweden/20-50370/2020	Northern Europe	Sweden	Sweden
Sweden/20-50529/2020	Northern Europe	Sweden	Sweden
Sweden/20-50934/2020	Northern Europe	Sweden	Sweden
Sweden/20-51426/2020	Northern Europe	Sweden	Sweden
Sweden/20-51710/2020	Northern Europe	Sweden	Sweden
Sweden/20-51780/2020	Northern Europe	Sweden	Sweden
Sweden/20-51988/2020	Northern Europe	Sweden	Sweden
Sweden/20-52000/2020	Northern Europe	Sweden	Sweden
Sweden/20-52071/2020	Northern Europe	Sweden	Sweden
Switzerland/100007/2020	Western Europe	Switzerland	Switzerland
Switzerland/100084/2020	Western Europe	Switzerland	Switzerland
Switzerland/100130/2020	Western Europe	Switzerland	Switzerland
Switzerland/100814/2020	Western Europe	Switzerland	Switzerland
Switzerland/101193/2020	Western Europe	Switzerland	Switzerland
Switzerland/110069_165_D4/2020	Western Europe	Switzerland	Switzerland
Switzerland/110504/2020	Western Europe	Switzerland	Switzerland
Switzerland/120009/2020	Western Europe	Switzerland	Switzerland
Switzerland/130012/2020	Western Europe	Switzerland	Switzerland
Switzerland/140001/2020	Western Europe	Switzerland	Switzerland
Switzerland/140018/2020	Western Europe	Switzerland	Switzerland
Switzerland/140032/2020	Western Europe	Switzerland	Switzerland
Switzerland/140064/2020	Western Europe	Switzerland	Switzerland
Switzerland/140075/2020	Western Europe	Switzerland	Switzerland
Switzerland/150000_406_D03_plus/2020	Western Europe	Switzerland	Switzerland
Switzerland/150036_428_D09_plus/2020	Western Europe	Switzerland	Switzerland
Switzerland/160017_448_G09/2020	Western Europe	Switzerland	Switzerland
Switzerland/170010_461_F02/2020	Western Europe	Switzerland	Switzerland
Switzerland/180043_512_C05/2020	Western Europe	Switzerland	Switzerland
Switzerland/200009_585_G11/2020	Western Europe	Switzerland	Switzerland
Switzerland/200013_588_G02/2020	Western Europe	Switzerland	Switzerland
Switzerland/210076_664_B04/2020	Western Europe	Switzerland	Switzerland
Switzerland/220079_710_B07/2020	Western Europe	Switzerland	Switzerland
Switzerland/BL0902/2020	Western Europe	Switzerland	Switzerland
Thailand/Nonthaburi_68/2020	Southeastern Asia	Thailand	Thailand
Turkey/ACUTG-4/2020	Western Asia	Turkey	Turkey
Turkey/BUU434/2020	Western Asia	Turkey	Turkey
