region	Oceania	-32.395085	152.518443
region	Eastern Asia	32.974946	103.95701
region	Southeastern Asia	3.96578	108.343168
region	Southern Asia	27.961237	71.898465
region	Central Asia	43.735259	64.932677
region	Western Asia	32.154283	39.200932
region	Northern Europe	60.29676	-1.280624
region	Western Europe	49.469435	6.367516
region	Eastern Europe	52.111961	31.781771
region	Southern Europe	41.315616	9.202824
region	Northern Africa	27.568083	9.819491
region	Western Africa	11.900251	2.404138
region	Middle Africa	-2.494433	21.016337
region	Eastern Africa	-2.139111	36.089406
region	Southern Africa	-25.274833	23.448701
region	South America	-20.172215	-58.168541
region	Central America	17.136938	-93.867420
region	Caribbean	18.087038	-67.891559
region	North America	49.384464	-95.153337

country	USA-West	41.993719	-114.041724
country	USA-Midwest	42.508301	-90.640926
country	USA-South	32.742565	-88.369056
country	USA-Northeast	42.049638	-73.487314
country	Algeria	28.0000272	2.9999825
country	Argentina	-34.9964963	-64.9672817
country	Australia	-24.7761086	134.755
country	Austria	47.2000338	13.199959
country	Bahrain	26.1551249	50.5344606
country	Bangladesh	24.4768783	90.2932426
country	China	35.000074	104.999927
country	Belgium	50.6402809	4.6667145
country	Bosnia and Herzegovina	44.3053476	17.5961467
country	Brazil	-10.3333333	-53.2
country	Romania	45.9852129	24.6859225
country	Bulgaria	42.6073975	25.4856617
country	Canada	61.0666922	-107.9917071
country	Chile	-31.7613365	-71.3187697
country	Colombia	2.8894434	-73.783892
country	Costa Rica	10.2735633	-84.0739102
country	Democratic Republic of the Congo	-2.9814344	23.8222636
country	Denmark	55.670249	10.3333283
country	Dominican Republic	19.0974031	-70.3028026
country	Ecuador	-1.3397668	-79.3666965
country	Egypt	26.2540493	29.2675469
country	United Kingdom	54.7023545	-3.2765753
country	France	46.603354	1.8883335
country	Germany	51.0834196	10.4234469
country	Ghana	8.0300284	-1.0800271
country	Guatemala	15.6356088	-89.8988087
country	India	22.3511148	78.6677428
country	Indonesia	-2.4833826	117.8902853
country	Iran	32.6475314	54.5643516
country	Ireland	52.865196	-7.9794599
country	Israel	31.5313113	34.8667654
country	Italy	42.6384261	12.674297
country	Japan	36.5748441	139.2394179
country	Kazakhstan	47.2286086	65.2093197
country	Kenya	1.4419683	38.4313975
country	Kuwait	29.2733964	47.4979476
country	Malaysia	4.5693754	102.2656823
country	Mexico	19.4326296	-99.1331785
country	Morocco	31.1728205	-7.3362482
country	Netherlands	52.5001698	5.7480821
country	Nigeria	9.6000359	7.9999721
country	North Macedonia	41.6171214	21.7168387
country	Norway	64.5731537	11.52803643954819
country	Oman	21.0000287	57.0036901
country	Pakistan	30.3308401	71.247499
country	Panama	8.559559	-81.1308434
country	Peru	-6.8699697	-75.0458515
country	Philippines	12.7503486	122.7312101
country	Poland	52.215933	19.134422
country	Portugal	40.0332629	-7.8896263
country	Qatar	25.3336984	51.2295295
country	Russia	64.6863136	97.7453061
country	Saudi Arabia	25.6242618	42.3528328
country	Senegal	14.4750607	-14.4529612
country	Serbia	44.024322850000004	21.07657433209902
country	Singapore	1.2904753	103.8520359
country	South Africa	-28.8166236	24.991639
country	South Korea	36.638392	127.6961188
country	Spain	39.3262345	-4.8380649
country	Sweden	59.6749712	14.5208584
country	Switzerland	46.7985624	8.2319736
country	Thailand	14.8971921	100.83273
country	Turkey	38.9597594	34.9249653
country	Ukraine	49.4871968	31.2718321
country	United Arab Emirates	24.0002488	53.9994829
country	Venezuela	8.0018709	-66.1109318
country	USA	39.7837304	-100.4458825
country	North America	51.0000002	-109.0000002
country	New York City	40.7127281	-74.0060152

division	Algeria	28.0000272	2.9999825
division	Argentina	-34.9964963	-64.9672817
division	Australia	-24.7761086	134.755
division	Austria	47.2000338	13.199959
division	Bahrain	26.1551249	50.5344606
division	Bangladesh	24.4768783	90.2932426
division	China	35.000074	104.999927
division	Belgium	50.6402809	4.6667145
division	Bosnia and Herzegovina	44.3053476	17.5961467
division	Brazil	-10.3333333	-53.2
division	Romania	45.9852129	24.6859225
division	Bulgaria	42.6073975	25.4856617
division	Alberta	55.001251	-115.002136
division	British Columbia	55.001251	-125.002441
division	Ontario	50.000678	-86.000977
division	Quebec	52.4760892	-71.8258668
division	Chile	-31.7613365	-71.3187697
division	Colombia	2.8894434	-73.783892
division	Costa Rica	10.2735633	-84.0739102
division	Democratic Republic of the Congo	-2.9814344	23.8222636
division	Denmark	55.670249	10.3333283
division	Dominican Republic	19.0974031	-70.3028026
division	Ecuador	-1.3397668	-79.3666965
division	Egypt	26.2540493	29.2675469
division	England	52.7954791	-0.5402402866174321
division	France	46.603354	1.8883335
division	Germany	51.0834196	10.4234469
division	Ghana	8.0300284	-1.0800271
division	Guatemala	15.6356088	-89.8988087
division	India	22.3511148	78.6677428
division	Indonesia	-2.4833826	117.8902853
division	Iran	32.6475314	54.5643516
division	Ireland	52.865196	-7.9794599
division	Israel	31.5313113	34.8667654
division	Italy	42.6384261	12.674297
division	Japan	36.5748441	139.2394179
division	Kazakhstan	47.2286086	65.2093197
division	Kenya	1.4419683	38.4313975
division	Kuwait	29.2733964	47.4979476
division	Malaysia	4.5693754	102.2656823
division	Mexico	19.4326296	-99.1331785
division	Morocco	31.1728205	-7.3362482
division	Netherlands	52.5001698	5.7480821
division	Nigeria	9.6000359	7.9999721
division	North Macedonia	41.6171214	21.7168387
division	Northern Ireland	54.6294982	-6.7654416
division	Norway	64.5731537	11.52803643954819
division	Oman	21.0000287	57.0036901
division	Pakistan	30.3308401	71.247499
division	Panama	8.559559	-81.1308434
division	Peru	-6.8699697	-75.0458515
division	Philippines	12.7503486	122.7312101
division	Poland	52.215933	19.134422
division	Portugal	40.0332629	-7.8896263
division	Qatar	25.3336984	51.2295295
division	Russia	64.6863136	97.7453061
division	Saudi Arabia	25.6242618	42.3528328
division	Scotland	56.7861112	-4.1140518
division	Senegal	14.4750607	-14.4529612
division	Serbia	44.024322850000004	21.07657433209902
division	Singapore	1.2904753	103.8520359
division	South Africa	-28.8166236	24.991639
division	South Korea	36.638392	127.6961188
division	Spain	39.3262345	-4.8380649
division	Sweden	59.6749712	14.5208584
division	Switzerland	46.7985624	8.2319736
division	Thailand	14.8971921	100.83273
division	Turkey	38.9597594	34.9249653
division	Alaska	64.4459613	-149.680909
division	Arizona	34.395342	-111.7632755
division	California	34.056324	-117.1817339
division	Connecticut	41.6500201	-72.7342163
division	Florida	27.7567667	-81.4639835
division	Idaho	43.6447642	-114.0154071
division	Indiana	39.81416045	-77.2162745
division	Louisiana	30.8703881	-92.007126
division	Massachusetts	42.358796	-71.0577937
division	Maryland	39.5162234	-76.9382069
division	Maine	45.709097	-68.8590201
division	Michigan	42.120868	-85.526382
division	Minnesota	45.9896587	-94.6113288
division	North Carolina	36.066061	-79.3111587
division	New Jersey	40.0757384	-74.4041622
division	New Mexico	32.8684408	-108.5746086
division	Nevada	39.5158825	-116.8537227
division	New York	43.1561681	-75.8449946
division	Oregon	43.9792797	-120.737257
division	Pennsylvania	39.960841	-75.200541
division	South Carolina	33.6874388	-80.4363743
division	Texas	29.88836715	-97.94477272012038
division	Utah	39.4225192	-111.7143584
division	USA	39.7837304	-100.4458825
division	Virginia	37.1232245	-78.4927721
division	Washington	47.2868352	-120.2126139
division	Iowa	42.070703	-90.6443905
division	Wisconsin	44.4308975	-89.6884637
division	Wyoming	43.1700264	-107.5685348
division	Ukraine	49.4871968	31.2718321
division	United Arab Emirates	24.0002488	53.9994829
division	Venezuela	8.0018709	-66.1109318
division	Wales	52.2928116	-3.73893
division	New Brunswick	46.500283	-66.750183
division	Arkansas	33.9582866	-91.8401252
division	Colorado	38.7251776	-105.6077167
division	Illinois	41.8908132	-87.6277338
division	Nebraska	40.276199	-96.710805
division	Ohio	41.8924345	-87.6277656
division	South Dakota	43.76123855	-103.37602984586731
division	Nova Scotia	45.1960403	-63.1653789
division	Georgia	33.7501687	-84.3859549
division	New York City	40.7127281	-74.0060152

location	Amston-Mansfield	41.74139	-72.33055
location	Ashford-Putnam	41.90667	-71.94786
location	Avon-Plainville	41.73374	-72.85787
location	Bloomfield-Windsor	41.88873	-72.61482
location	Branford-Madison	41.32118	-72.70527
location	Bridgeport	41.18727	-73.19104
location	Brookfield-Newtown	41.41073	-73.33584
location	Burlington-Bristol	41.71955	-72.94915
location	Cheshire-Wallingford	41.48691	-72.85456
location	Colchester-Uncasville	41.53843	-72.19459
location	Colebrook-Torrington	41.91402	-73.06821
location	Danbury-Sherman	41.46405	-73.47903
location	EastHartford	41.76454	-72.61682
location	EastHaven-Northford	41.34362	-72.82195
location	Greenwich	41.04717	-73.60591
location	Groton-Stonington	41.4027	-71.95731
location	Haddam-Westbrook	41.39037	-72.48461
location	Hamden	41.38527	-72.92088
location	Hartford	41.76862	-72.68533
location	Hartland-Granby	41.92127	-72.87022
location	Litchfield-Watertown	41.66913	-73.1494
location	Lyme-NewLondon	41.35512	-72.20174
location	Manchester	41.7821	-72.5233
location	Meriden	41.53886	-72.79955
location	Middletown-EastHampton	41.55814	-72.61661
location	Milford	41.22706	-73.0631
location	New-Haven	41.31245	-72.92539
location	NewBritain	41.67028	-72.78829
location	Newington-Glastonbury	41.67574	-72.60165
location	Norwalk	41.10177	-73.4217
location	Norwich-Voluntown	41.57241	-72.00081
location	Prospect-Orange	41.37518	-73.03347
location	Ridgefield-Easton	41.27618	-73.39021
location	Salisbury-NewMilford	41.77119	-73.37159
location	Somers-Tolland	41.91828	-72.3719
location	Southbury-Naugatuck	41.4767	-73.12099
location	Southington-Berlin	41.58962	-72.85217
location	Stamford	41.08487	-73.5399
location	Stratford	41.20217	-73.13096
location	Suffield-Enfield	41.99664	-72.64146
location	Trumbull-Shelton	41.30387	-73.19185
location	Waterbury-Wolcott	41.56305	-73.02595
location	WestHartford	41.75839	-72.74562
location	WestHaven	41.27257	-72.96497
location	Westport-Fairfield	41.16285	-73.28996
